text,airline
tpa ord aa another successful journey thanks for the hospitality,American
thank you for the response much appreciated,American
about flights all using same gate w buses to the planes awful boarding process hour and a half late flight,American
is there another line i can call when i am on hold for hours also how can i get compensated for this loss of time and money,American
after days i finally got the automated service to call me back but it hung on me this is beyond ridicules help,American
asked for a waiver of a change fee for flight booked w in past hrs rep was rude just told me no didn t even try to help,American
any idea why flight from hsv to dfw tomorrow cancelled flightled about minutes ago,American
thanks i actually made it my connection flight was delayed guess all delays are not a bad thing,American
the issue wasn t a long wait it was an infinite do loop your system didn t let me or any customer wait or leave a message,American
did the policy change i ve seen people with hamsters and rabbits before,American
thanks to your attendant on flight for advising connect flight held ran with kids and flight departed poor service at miami,American
an hour now waiting on the phone for us air help hours waiting at the airport yesterday love the service guys,American
i m here standing at baggage claim waiting for bags for over an hour at dfw the gate is feet from here nothappy,American
right so i missed my connection had a three hour kay over then you lost my bag,American
obviously we did see an agent booked us for tomorrow morning no hotel no transportation pregnantwithtwins stranded angry,American
i was suppose to be in fl hours ago and i m not i ve been waiting for hours this is just ridiculous,American
my to clt left the gate what is next for clt need help,American
you have a company policy that refuses employees to speak to other employees over the phone interesting,American
still on hold after you hung up on me the first time another minutes,American
if it i have not rebooked didn t get notified that it was cancelled flightled,American
is that the flight for tomorrow,American
thanks for the shout out candace enjoy the ride always i adore american airlines,American
without notifying though we don t like cancelled flightling flights kim but weather has not played nice with us,American
still thinking those pjs may have me sold we d love to have you on board with us here i come,American
do you have any flights with lie flat seating from stl to pdx around the date of march,American
how do you refuse a customer who is willing to pay to upgrade when half of your first class is empty,American
customer service if you can call it that refunded my money,American
im still on hold,American
you ever wonder why you find yourselves responding to so many customer complaints on twitter it s because your airline sucks,American
are you people cruel or just stupid why are you posting my personal email on the damn internet have u lost your mind,American
do we get a class discount on your wifi i will be flying your airlines at approx am,American
customerservice sitting on my fourth plane today with a mechanical problem no excuses for this tough to be loyal,American
thanks,American
bqonpa flight delayed from pos mia missed mia atl need seat on last flight to atl,American
so bad service in miami airport,American
needs an entire customer service overhaul would never treat its customers with anything less that a service,American
are you guys intentionally trying to lose customers and money,American
why do you continually play the according to federal regulations every seconds i could see if you had quicker service,American
can i send you my trusted traveler id to add to my reservation for tsa pre,American
thanks but i had to hire a car in chicago and drive to mke does that mean i have to go to the airport,American
the folks at the executive platinum desk are great pros they understand my displeasure with change fees and switch to sw,American
he thanks you anything you can do to help would any further information help in the process,American
thanks for a cancelled flightled flight then a delayed flight and not telling us more missed work more on hotel worstcustomerservice,American
flight delayed hour because of pilots i spend hours on the phone just to get an ep agent on the phone now this,American
advised gas and pilot of my flight too bad no one took action,American
need to be reported to the media for their complete disregard for paying customers donotflywiththem,American
anything in particular i should ask for will they want me to document my mileage plus status,American
how about you give us a number to call instead of the empty email since you are not working on it,American
i have been checking consistently and called multiple times as a loyal aa customer i m disappointed,American
congrats on your call center customer service a guy named fidencio answered and he went above beyond to help me,American
daughter record loc is kybilc she is traveling with y o and needs to be in adjacent seats not across isle,American
gabriela in miami is a very rude employee working the mia lga check in she made experience unpleasant customerexperience,American
ok makes no sense tho since you ll give me a free upgrade to first,American
i didn t want to cancelled flight i wanted to take someone off and keep my price held at at am today now,American
it s not about the delay it s about the communication,American
would you like any additional details of my issue airport flight agent name or are you happy w this automated lip service,American
was supposed to depart at pm central about ready to close the door at pm central,American
green despite the inconvenience the situation was handled quickly and we appreciate it very much,American
absolutely,American
cluster continues still on connecting instead of direct bag charged and seats not together shafted,American
i m pregnant with twins and you re going to abandon me overnight in an airport no hotel when it s your fault,American
has no idea what they re doing delay flight from pm to pm then delay another to the same destination the same time,American
green just received it actually thank you,American
are flights from pensacola fl delayed flight,American
the status on my itinerary says on request in red what s that mean,American
have such a bad rep for loosing costumers luggage i stopped flying them a while back,American
this happened to me too,American
why did you drop my call why don t you have more people answering phones why is it always high call volume when i call,American
thanks idk if it still late flight but i hope i get it tonight,American
i can t work with them if the call gets cut off while i m still holding is dfw looking any better tomorrow,American
u didn t give an answer why the flight delayed so long and how do u compensate missing my other flights lima to cuzco,American
can you help me update a birthday that was incorrectly input in a reservation this is preventing me from checking in,American
yep as i saidi feel sorry for you that you have to run their account how embarrassing for you,American
tsa said there is nothing they could do but the question is why are your employee s swapping your customers belongings,American
now i have to wait more than minutes,American
thanks me too,American
i need assistance reflight booking problems a flight from dfw to lit,American
just took off sitting with someone who is scheduled on buenos ares out of jfk not sre if he will make it r thy holding plane,American
the dinner and called me hon not the service i would expect from st class disappointed,American
upgraded to st class inquired about red wine sauvignon blanc i can t pronounce the other one couldn t describe,American
no i watched these bags be abandoned at depart gate watched for mins until owner returned mins after i reported,American
everything for sorted out thanks for the help excited to get home tonight,American
my mistake multibillion dollar company,American
why would it take that long my credit card company says the card hasn t been charged yet should it take days for this,American
for our delays i m out of more money because of you,American
i have got a flight for the next day what about a credit you guys are a multimillion dollar company give us back a credit,American
dont send me a tweet to cover your social media complaints how about sending me a message with a way to resolve custserv,American
what a joke you can mail the receipt yet we can t mail them a payment and fly before hand right,American
no it does you could not be more wrong,American
keep up the good work got me to my destination safe and on time today,American
why doesn t anyone make a better effort to retain customers it should be an easy fix i just want to travel aa,American
btr trained gate agts im a frequent flyer have nvr had issue w my bag day i was forced gate check while priority boarding,American
misplaced my bag hr ago and can t tell me where it is i ve lost of stuff americanairlines unamericanairlines,American
cancelled flightled two flights from miami to nashville yesterday and could not get me on a flight for days southwestairwasthere,American
lost pieces of our bags haven t delivered them in hours lied that they were delivered and still no refund never again,American
improve envoy s performance th trip through ord in i ve been delayed for hours because of envoy i could drive faster,American
two cancelled flightled lga flights both by took off looks like i have a new carrier,American
lady at b abq for on was of a great service to all among several cancelled flightlations,American
any ways to get through the minute wait to book a flight,American
can you provide guidance on how i should work with them to resolve the issue,American
really they closed the gate at instead of i got there at if u wudda put in my ktn like i asked i wudda made it,American
trying to change flight via dfw tomorrow can t get thru on phone long wait then cut off x can you help please,American
thanks for following up it finally worked fingers crossed the new flight works,American
stuck on the tarmac in clt because the our gate is not open hope i don t miss my connection logistics americanview,American
i waited on hold for two hours only to have my call really unreliable,American
was not on board you today just watched report unfold on twitter but still am very proud,American
now a delay to the rebooked flight,American
after several miss communications i was able to get to ord but i am not home yet and not sure i will get there due to her error,American
um no just hanging out what s new w you,American
hey aa there was a mistake made by your cr on my flight booking problems when i call your reservations i keep getting hung up on advise,American
emailed aadvantage for status match still waiting can t wait to move from but help me out here,American
i ll try to have a great week once i receive it,American
not having pillows or blankets or a flight home for people does bad things to my hair,American
what are we going to do about the nightmare you guys out me through yesterday zero response from the tweet you last sent me,American
i tried site doesnt allow me same reason why i wasn t allowed to board this morning will try diff airline for work trips,American
i bought a plane ticket months ago and still haven t received my flight info and ticket in my email when it will come,American
your dca baggage claim employees should realize a please a thank you and an apology can go a long way customerservice dca,American
you took cost for both flights out of my bank account now i can t get a refund for weeks i have been a loyal customer,American
i took the day off from work and drove hours round trip to rescue my daughter and other students from laguardia thanks,American
you re airline is ridiculous,American
the group of minor children were broken up into groups some still in miami delta has much better customer service,American
is there a way i can get a record of all the flights i ve taken with you,American
thank you for the response we got it resolved at the counter,American
that s the one my original arrival time was am after all said and done i may be there by pm central not impressed,American
my flight from las vegas to dfw was cancelled flightled i ve been on hold forever and i still have not spoken to anyone pls help,American
every time i try to call it tells me to try again late flightr and just hangs up,American
rebooked into a different airport throwing a wrench into plans,American
crew did the best they could but it was out of their control you only get one chance of a honeymoon you failed miserably,American
thx someone picked up after minutes,American
overbooked business class from mia to uvf after being in the correct seat we were moved back to economy on our special day,American
no kidding gonna take some beating on the apron and there are some good lookin planes out there,American
that s unacceptable,American
so what if i didn t have the funds to purchase another ticket your error would cause my family to miss the funeral,American
i have to miss a whole days worth of work tomorrow but i m suree you guys don t care,American
this is a big company should be happy to do something for a customer when now it s costing more for delays oh and did i mention,American
i have a ticket that has been pending for days is it normal to take that long i want to make sure there isn t a problem,American
and just bad cs i will be back on at least when you stuck they look out for you and apologize for any trouble,American
for my delay and you know what i get a we don t credit anybody back a supervisor who cut me off when speaking,American
a free check bag a food comp a flying credit something to help out now that i m an additional dollars in the hole,American
yes i did but no response,American
my bags were checked through to cancelled flightled flight when will they arrive in mke not much help from grnd staff havoc in dfw,American
i d just like to know where my bag is when i ll get it and why i don t have it already no accountability from cust service,American
i will never fly with you guys again i am stuck in memphis another day called to be credit something anything,American
don t be jealous i live in sydney and my t shirt and jeans don t suit the office for work i need suits and a warm jacket,American
i booked tickets using miles and need to change the dates have been trying to get to an advantage rep two days,American
is the company from hell with no consideration for customers that give it hundreds of millions of dollars per year smh,American
no snow in st louis cold but no snow hub flights welcome,American
took a flight yesterday fron tpa dfw aus bag went to iah today bag went to iah dfw and then back to iah still no bag,American
it is absolutely unacceptable i have been calling all day and am hung up on every time i just need a minute bit of help,American
envoy airlines is a disgrace to the aa family nothing but delays and cancelled flightlations week after week,American
it s not about weather it s logistics why should i hold for minutes when you called me why not get more desk agents,American
we ve sent you more info via dm i truly hope you resolve this very quickly media filmcrew cnn nbc,American
i ve never had anything bad to say until now no love for faithful customers,American
also agent not aware clearly of,American
additional fare cost tix change price uk pounds not the issue the uk pounds is badcustomerservice,American
i fly american because of family but severe weather excuse so i can t call to make change why have a computer if u cant modify,American
amen,American
no meelan did not afford a supervisor to be included in the conversation pls check the rec of the call badcustomerservice,American
i had it until last night but because severe weather i could make the needed changes and now fair goes up each,American
thanks to aa for the upgrade today and getting me on a new flight after my first one was cancelled flightled,American
has the worst flight change policy no mercy no sympathy such a bummer when you can t go to funerals or see friends bc of it,American
what s done is done not much you can do at this point trip is already over,American
basically u right now,American
epicfail on connections in chicago today extremely disappointed w unaccommodating customer service rethinking loyalty,American
well i m flying instead for free their credits actually work,American
just messaged you please have someone contact us immediately,American
why can t have the capability to spread salt on a runway,American
was supposed to be in little rock at am this morning,American
boom,American
already spoke to that line unwilling to help really poor support hitawall,American
first ride on new with new interior and in seat video nice improvement newplanesmell,American
no worries at all y all have a good one,American
yes thanks i found those didn t see the gray tab at first,American
but seriously if my cats dead i m going to be pissed very thankful because it is evil and wants my soul,American
not only on both legs did i have damaged seat u damaged an expensive case and not offered anything just an apology wks late flightr,American
i ve tried to be understanding and let you handle the situation but i guess i was wrong about that,American
over an hour on the phone the best you can tell me is it was sent maybe my bank misplaced it,American
my chariot tonight from this angle it looks like a no,American
day has come where i was suppose to get my money back from you but my bank hasn t received anything but after,American
no i will be calling corporate,American
cannot understand how you are part of oneworld all other member treat their customers fairly tcf oldplanes damageluggage,American
probs the worst customer service ever replied to complaint i submitted weeks ago bout damaged bag not even replacing it,American
i cancelled flightled my ticket and is taking two months to refund and still waiting,American
new marketing song let us know what you think,American
thanks i hope we get movies tv s were broke on the flight over,American
thanks for being entirely unhelpful and wasting hours of my time today,American
well we won t be flying you rebooked on jetblue with credits that actually work it was free,American
check on what our broken tablet see attached picture media filmcrew nbc cnn,American
originating at sfo and going to lax,American
been calling all morning still can t get through i need to chge a flight that is this week,American
you guys are the talk of the americans down here in ecuador read this,American
should prob give me a refund since they made me miss my flight waiting to talk to someone for hours,American
i ve tried its anyway,American
oh i did all i received back was an email saying delays happen uh huh,American
how do i place it on hold and complete payment i don t see any way to do that from my reservations page,American
bad weather happens but not being able to get through to a reservations rep for over hours is just crazy frustrated,American
flight get me out of chicago,American
why are customer svc reps unable to handle calls is there a hrs cancelled flightlation policy booked yesterday need to cancelled flight,American
bad weather is understandable but your own pilot said that over people called out and that zero bags are on the plane,American
yep filed a claim at heathrow yesterday we were promised a call this morning with an update but got nothing,American
why is does it seem to be impossible to contact anyone at your airline to get an item left on board a plane min after deplane,American
you flew me into chi instead and i got a ride to mke u said my bags would go to mke today is it on the cancelled flightled flight tho,American
stuck at gate miami to jfk flight are we going to get out of here tonight very frustrating,American
i understand they re busy doing their best my frustration is an automated call changing my flight w o allowing me to talk,American
help u said ud chnge our retrn flght since we missed our connection sat now ur not pickng up the phone only hve hrs left,American
has been almost a month and still no response to my online complaint questions out because of it,American
bad weather happens but lack of preparation is inexcusable depending on good weather is not a good business model,American
how is us going to be on time when they are still deplaning at this is bs,American
so what should he do next exactly,American
flight for tomorrow was cancelled flightled new one booked seats taken care of just a tweet to commend you all on the service thanks,American
instead they yelled at him and told him to call a number that will not pick up due to call volume,American
he is at the boston airport there is a problem the agents will not honor the voucher because one number is rubbed out,American
see photo of b scale model our pn a wheel deflator specified in chapter of b amm,American
i guess it is more bs airportcardio given you cannot have an on time flight,American
see photo of model our pn a wheel deflator specified in chapter of b amm,American
you should really explain customer service to your gate agent for at c couldn t be bothered,American
my wife was on a flt from bro to tul via dfw that was cancelled flighted bought an swa flight to get her home partial refund dm me plz,American
i ve been trying to get through to reservations since yesterday to make a change to a reservation hold when will it be up,American
thanks i miss my dog and this delay is costing me a lot of money,American
yes it says it should be deliver within hours after pick up line,American
i still can t get through to change my flight this is really important plz help,American
just landed in lit,American
i ended up emailing my complaint to customer relations com hope that works travelproblems,American
for tomorrow some sites show flight from ewr cancelled flightled is it,American
are pets allowed in first class,American
can lie to you about where your lost bag is but we are suppose to trust them with our lives thousands of feet in the air,American
can t help now as all seats have been taken there has to be a way to handle high volume of call days,American
the worst first class boarding service i ever had,American
most disgusting chicken entree i ve ever seen your standards have seriously nosedived newamerican,American
im tryin to book a flight but cant get ahold of anyone,American
am i upgraded on my next flight,American
finally at final destination but not w o extra significant travel expenses missed work how can you resolve this experience,American
when changing dest city on an award for a reservation party of is fee for each pax or for first and for rest,American
delaney and shawn at dfw showed exceptional customer service today will happily choose aa whenever possible now thank you,American
another customer non service from you if we waited for you to solve the problem we would miss the funeral you suck,American
already shared with them nothing done,American
is better than aa,American
i really can t there though to an agent and i am worried about my reservation can you help me out,American
while listening to a delay message on my phone another delay message was coming in get your shit together,American
hi get error msg when trying to check in on line states wrong pass tickets rcvd from aa due to training in dfw u know y,American
there s an employee at gate of jfk telling people their bag doesn t fit and needs to be checked when it clearly fits aa,American
thanks i finally got through this afternoon,American
after waiting for a delayed plane we sat on the plane for an hour waiting for a late flight passenger that s bs too,American
where is my bag,American
it was,American
not true stop making excuses you either overbook or have crappy planes,American
americanairlines on approach to mex,American
no booked seat in dallas live in dallas real nice that your gate agent had exit row available told me they weren t available,American
i paid using paypal online and after i was charged there was a system error which is what i ended up calling about,American
aateam thanks for working in very rigorous weather conditions for all,American
that s why i m asking for exception staffer moving last minute we re a nonprofit losing we just want to change ticket,American
thanks i ll look forward to the response,American
your advantage agents are horrible i ve been waiting for hours for a call back only to be hung up on by a rude agent,American
yes there s issues on the site as well unfortunately,American
about when can i see a new american airlines credit card to replace my usairways dividend mastercard,American
my wife is stuck in brownsville any chance she can get any flight out she needs to be at work tomorrow morning,American
will it be this year do you think,American
thank you truly appreciate the help just sent a dm,American
the best is your message saying to use website and your website is saying you need to call if you don t answer hardtodo,American
trying to get my flight changed through dallas calling your number just says thanks for calling and hangs up guess i m stuck,American
aa now that the airplane has been sitting here for over hrs there are mechanical problems btw the aa desk is unorganized,American
miami phl flight cancelled flightled just as i got to the gate no one from aa around no one on the phone awful awful awful,American
can care less if youre without your bags for a day or a week ive been stories in the last hours i want my bag,American
hah best flight attendant response if you not happy getting screwed over you have other carriers hahahah pathetic,American
aa flight out of jamaica was cancelled flightled yesterday due to weather while other flights were still landing at dfw,American
boarding in mins yay,American
your a liar no precipitation all day degrees don t pacify you look like a fool thats the problem admit you suck,American
thank you so much,American
calls in the span of two days none of which available to speak to someone you are un f in believable worst ever,American
i m sure he understands the rules but you guys just have zero customer service staff your damn counters,American
what s with your baggage handlers calling out at dfw today no luggage onboard the planes,American
after minutes on hold and another minutes on the call yes going to be pushing it to get to the airport on time now,American
hi did the discount award policy for credit card holders change no longer seeing the chart of specials on the site thanks,American
your seat assignment process when flight booking problems is misleading i m not paying extra to select a seat,American
why can t you hire a staff that is helpful informed and nice to it s customers,American
from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list it was a very bad day,American
agents in dfw were very kind did their best to help but this doesn t make up for phx error and attitude americant,American
will not let me reuse my ticket thus i have booked my vacation with delta never flying on american again,American
now hrs guess i should just hang up give up on using my award miles before prices jump hm thanks,American
need to hold or get a call back just get hung up on by your phone system for hours now,American
she was rude unprofessional not helpful in helping me try and get home as a aaadvantage loyal aa customer dissatisfied,American
work on the comm skills w hate agents at phx said i was confirmed on flight out of dfw got here and that was only standby,American
thank you for the assistance,American
hello question how many balloons do you think it will take to life up one of your planes,American
need know if ill be able to reach ind today rather stay in maf that fly to dfw find out i can t travel,American
i m trying my hardest to not get frustrated but i am getting no response on email or by phone aa owes me how do i claim,American
hi there flight from dallas just cancelled flightled going to la can u pls help rebook me,American
nd time in days that my flight has been delayed and my gate agent hasn t said anything thanks for the memories neveragain,American
thanks for doing that but now it s telling me to go to the airport and check in with an agent what s up,American
what s the best number to use,American
have been in call cue for hours no call yet wife in cue for hours got a call but was hung up on,American
been on the phone for minutes said it would be any advice,American
chicago seen from seat a aa so far a great ride on to pdx,American
thanks delivery status,American
i don t believe it s acceptable to have a ticket changed after check in time not be notified apparently that s standard,American
i need to complain to aa but the email form field doesn t allow enough characters for my complaint have a real email address,American
our flight aa is delayed out of providenciales and will be missing our connection aa in miami to sea who do we call,American
here is the ticket they gave me after lying raising their voice with no explanation on what happened,American
we did check before going to de airport and everything was fine fail,American
attached original ticket flight number was isn t the experience i thought i would have terrible,American
i had booked online but unable to cancelled flight online but finally got thru,American
hey becky piela at the orange county airport has been really kind and helpful with rescheduling our flight,American
on feb th your rep gave me the record locator and told me i d be receiving an email with the itinerary and confirmation,American
this entire process took sooooo long that no decent seats are left customerservice,American
our flight attendant announced that we have transportation waiting for us for that flight so i think we ll make it,American
been on hold to reserve award travel for over hrs now anyone home or is it a crazy weather issue,American
we don t mind the fee we were told we can t change name on ticket at all,American
thank you i will be there to pick her up on time,American
the original receipt lists my flight cost as ish and doesn t reflect the use of a voucher,American
so whats the hold up on flight,American
well you guys are totally kicking a million pounds of ass bar none the best sm team in the airline industry in my opinion,American
least you could do would be to refund me the one way ticket i had to buy since you weren t able to accommodate thank you,American
after being patient about my delayed bags for weeks i was told that it could take another to weeks unacceptable,American
i had to purchase a ticket that i never would have had to buy had the flight not been cancelled flightled terrible customer service,American
flt sorry scheduled at phl mia a totally chaotic poorly addressed event sent to three gates in the night,American
was told you could only refund me the cost of my original return flight note flight you had booked for me was more expensive,American
not okay since you couldn t put me on an earlier flight i had to buy my own ticket on another airline,American
heard back at am today was put on flight tomorrow am arriving home at pm meaning i d have to take a nd day off work,American
been airport hrs been told nothing by anyone until now your rep has said we are waiting for the mechanics to finish lunch,American
considering it was past midnight i hung up and called again to receive another service call,American
can i redeem aadavantage miles on lan flights,American
i ve tried no less than times today to get in touch with your service desk beginning at est i m having no luck help,American
was put on hold for hrs then got a call back at pm only to wait on hold for another hour,American
you lost a customer today flight today was cancelled flightled and i had to find out by calling customer service yesterday,American
just called regarding my bag came in yesterday and no one notified more or updated the online record locator customerservice,American
to realize your customer service leaves much to be desired and the folks handling the calls could care less and it shows,American
thanks,American
unacceptable it s clear losing just one customer doesn t matter to american but how many more bankruptcies will it take,American
will do on another airline that s more accommodating of its customers unable to simply change passengers with notice is simply,American
is there a probability that flight from dfw to dtw will be delayed or cancelled flighted,American
thank you,American
uhmmm we need down in dallas tx for his tour,American
is there a way to reserve my dog s flight without speaking with a representative just was booted from your helpline,American
i ve been calling you for straight days and no one picks up sure there are storms but there are also customers holler,American
can you tell me where my luggage is i was on flight sna to dfw and my flight to mke was cancelled flightled so got rebooked to ord,American
it s gtsvyb it says it s cancelled flightled when i try to check,American
thank you they are processing my refund,American
that s good i d expect that but i can t get through on the phone to make any changes can i change it online,American
us feb unprofessional unprepared unsympathetic lacked communication and lacked solutions,American
thanks for asking on second plane after maintenance issue for flight from ord to lit sitting at gate in very very warm plane,American
hey ho its not me losing any money only you just next make sure you stick to the flyers right s booklet,American
please dm me,American
trying for hrs to reach agent must make change that can t be done on web by pst had to cancelled flight revs ystday,American
oh and losing my luggage ridiculous angrybird where smybag,American
great job and great service in and out of sdf this weekend during the winter storm,American
please get it together and find my husbands luggage you re ruining his ski trip to aspen rd day no luggage,American
but don t you worry took good care of me your loss their gain,American
welcome anyone who works in those conditions deserves a thank you even though i am other side of atlantic lol xx,American
could you check if there is swu typo in last post space on aa mxp jfk feb th thanks,American
could you check if there is svu space on aa mxp jfk feb th thanks,American
thanks gang mind if i ask do you handle all of your social media in house,American
sure is what s more frustrating is being stranded at the airport with our fate in your hands,American
thanks for telling me my flight got cancelled flightled when it wasn t now i have a missing luggage because of you thanks fam,American
yes i have thanks,American
min still on hold to chg award travel sorrynotsorry,American
your people on the phone can t see those and to have it be over difference that s a poor process then,American
i got a new reservation for tomorrow thanks,American
i have a couple questions for you if you re available for pm,American
is my friends flight from jax to dfw cancelled flighted,American
still not taking calls storm ended days ago be like pats and doyourjob,American
dollar rt ticket to chicago yes please,American
thank you,American
let s all have a extraordinary week and make it a year to remember goingforgreat thanks so much american airlines,American
not helpful,American
you expect us to spend our hard earn to fly and make exceptions when you have extra call volume however you never make acpt,American
but my friend was told she was able to use her credit with the airline towards one of my flights then was told she couldn t,American
hour and a half after landing bags are finally trickling off,American
well you spelled my name wrong,American
hours now no i m not patient why don t you have a call back feature or pay someone to answer the phone not tweet onhold,American
please do something about boarding at dca x many delays buses to planes on tarmac despite empty gates disorganized mess,American
no standby line update online or on app either is troubling,American
no had to cancelled flight my trip instead of a future trip voucher a drink coupon would ve been better wakinginmemphis,American
thx just sent the dm,American
unbelievable that i cannot even wait on hold to speak to a human being to resolve my issue the system simply hangs up,American
thanks to your airline i now have a ruined bag and you refuse to do anything about it,American
open kiosks for priority with no line and only open for main check in for ppl,American
i have the app after my nonsense flight cancelled flightation yesterday i wasn t able to use the app or kiosk today hour long line,American
thank u did reach out to both and have not had a response yet lost and found goes straight to vm,American
bag has not yet been located again th time i ve checked it how can tracking my bag be this hard for your system,American
fyi call stilling getting dropped after an hour of continuous dialing attempted to cancelled flight online but not able to help,American
next time fly southwest,American
still on hold way to suck,American
kudos to the crew of flt today specially to carlton loved your new keep up the good work aa,American
are flights leaving dallas right now in maui trying to figure out how delayed flight is going to be,American
ask your new colleagues how they handled us on feb i expect to be made whole again check complaint inbox,American
get me outta here,American
just tried calling got a high call volume at this moment message and then it said goodbye and hung up,American
really appreciate the great customer service one of your service agents just hung up on me when asking legitimate questions,American
don t they already know isn t everyone sharing how nasty the food is it s not even close to decent,American
thank you it s much appreciated we have been on the plane for min now at the gate,American
did you guys get rid of the functionality on to put a reservation on hold for hours i don t see it,American
on hold since am when no one can get to the airport cancelled flight flight don t make us pay huge fee to change flight,American
all of the nicest people in the world work at admiral s clubs gladys in san juan es mi amiga,American
due to road conditions,American
i was going to change it to tomorrow because i am concerned if the fllight does make i won t be able to leave the airport,American
i love very much your planes can you please follow me back it s an amazing bussines,American
so if your genuine give me your opinion on what occurred last night fly from phl to mia no assistance at airport,American
how can i get a flight change while in the air delays causing a missed connection again there is seat for late flightr,American
i think weeks of waiting is more than enough time for you to contact me this is why you lose customers,American
way to suck at customer service dallas is trapped in an ice storm but you didn t cancelled flight am flight been on hold all day,American
umm unexpected unexpected meaning you guys didn t know you had a major staff shortage,American
also do you have any way to speak to someone on the phone your has been hanging up on me all day,American
sfo natt the agent who helped me really did an awesome job,American
i paid seat upgrade b the severe weather got booked on another flight but did not get upgrade was calling to inquire help,American
thanks,American
well done all of you xx,American
thanks having issues checking in for flight please check our dm convo for more info,American
you don t care about keeping your customers safe or at least you didn t care about my sister,American
maybe you should stop tweeting and start calling or make it available for people to wait on hold instead of hanging up on us,American
that s not the point say its at the counter when i clearly see on your site aa agent was a loss words too,American
when will callers from the east coast be able to speak to an actual human for reservation support all agents busy call late flightr,American
my father loved working for you as well as panam,American
ewr dfw is now stopping bna to refuel bad weather are you just trying to get the plane closer dfw then cancelled flight on us,American
is there something wrong with the website no matter what flight i select it says it s no longer available,American
now you re sending a gate agent to talk to us joke of an airline thanks for ruining my vacation neverflyaaagain,American
cxl flight rebooked pax no problems thank you and everyone at aa for helping us all out,American
we have been sitting on the plane for over an hour unacceptable you have a complete disregard for customer service,American
i wrote down the evoucher number i got rid of the voucher when i purchased air fair,American
only fluctuated because aa took hrs to call me back ended up paying extra in us so above statement not true,American
when did american airlines start flying to and from siberia wait this is the usa oy,American
followback,American
hahaha meanwhile in russia,American
thanks for keeping us safe,American
there was no one from aa at the woase event lots of info available of winterops,American
is that the record locator,American
you keep returning my call and hanging up when i answer help reflight booking problems a flight,American
been calling for over hrs now and getting no where but told to call back by the automated system is extremely frustrating,American
just sad that even after spending so much on tickets all i wanted was for my wife to still go with her sister and no help,American
you can help by now finding my baggage reply to me asap with who i can direct details to,American
no prebook flight for wife s th bday in no i recently have had surgery and can t travel won t let another go in my place,American
hrs late flightr i get a call back and immediately disconnected,American
my pleasure next aa flight this wednesday to milan italy for see you then,American
your team rebooked my cancelled flightled aa flight on a different airline new airline has no such flight booking problems flight is this evening,American
why have i been on hold for almost hours this is ridiculous,American
i don t like making a scene but this hasn t been addressed properly please have them do that,American
thank you for all the help p you guys are the best americanairlines americanair,American
hello any one out there have you forgotten me i need a luggage for ba your dropping the ball here,American
am on hold for the nd time today need help with confirming the new flights you arranged for me can you expedite this,American
served the nastiest food ive ever seen yesterday rubber chicken in slime the entire cabin sent their food back fas can confirm,American
terrible response how about someone picking up the phone and calling me it is now hours with no luggage,American
really,American
how can i when system always hangs up on me,American
dm sent,American
exceptional customer service from aa my misplaced item was waiting for me at checkin followed by a smooth flight thank you,American
in line at sfo customer service is rude disorganized and congested very dissapointing,American
help attempting to cancelled flight a flight but can t get thru number call gets dropped when saying agent flight is,American
okay i just sent it,American
don t bother trying to get anywhere with their customer service team either as take months and counting to reply,American
thanks,American
seriously you treat your passengers like shit,American
minutes since landing flight from miami and no luggage what s the delay,American
got it so it s just paying extra not to sit in the way back awesome never again,American
define sincerely your actions do not reflect what you re saying in a poor attempt to redeem yourselves on social media,American
i d like to explore both options and what the cost might be to change the date and destination,American
americanview the view of oregon from seat f flight aa,American
will award me air miles yes i am going to take a vacation thanksamericanairlines,American
follows the talent pm of bdsm porn site new economy dungeon class coming,American
who is the next stop after customer service,American
you said this last time it doesn t take weeks to reply to an email,American
sure thank you,American
i need some help my record locator is bringing up two different flights in your system one op by aa one from us airways,American
