,text,airline
11917,submitted a case to aa customer relations two weeks ago no word ever since whats the point of even having cr,American
11918,if by near the gate you mean sitting on the plane for almost hours then yeah,American
11919,i don t think you should help him at all based on his behavior the voucher and cot seem like enough lol,American
11920,still waiting for a flight i should get my money back,American
11921,i cancelled flighted my flight i really don t need this much trouble,American
11922,wasila we re sorry you were uncomfortable andrew what can we do for you sma,American
11923,hi can you please ticket my award ticket the status is on request now thanks,American
11924,got back eventually was a rollercoaster once i got to the airport got to speak to someone things got fixed very quick,American
11925,that s extra hours of travel time missed vacation time and now you guys are messing with my professional life,American
11926,checked in on app since yesterday confirmed upgrade carry on got to counter manager upgraded somebody else on my seat,American
11927,trying desperately to get my boyfriend booked on the same us airways flight as myself for the same price can you help,American
11928,yes yes yes so glad to be headed home,American
11929,don t worry i ll be sending a letter with what i expect from you for compensation i fly twice a week w you guys for now,American
11930,thanks,American
11931,thanks keep me updated just hope i make either of my connections to killeen tx,American
11932,i have been on hold w customer service line for minutes this after i was on phone with an agent for min b f call droped,American
11933,i tried to book a rwrd and was told i couldnt bought tix on usair now aa no choice didn t bother to aadv with this svc,American
11934,did you know that suicide is the second leading cause of death among teens,American
11935,narrowly made standby lots of snags this trip,American
11936,iphone gb not plus,American
11937,i ordered it as i always do but on a hour flight delayed for hours it was worse than ever before when you forgot my meal,American
11938,thanks so much,American
11939,aa doesnt charge any fees to change award tickets as long as the origin destination award type remains the same,American
11940,i need a flight out tonight isn t there anything else,American
11941,thank you for the confirmation,American
11942,spent for the choppiest feed of whiplash ever americanairlinesfail iwantmymoneyback,American
11943,ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement,American
11944,please find my bag in singapore for three days already without my bag last known destination lax tag please help,American
11945,inconvenient is such a convenient word,American
11946,your response could have made all the difference it could have made the situation better no trust get lost like my bag,American
11947,delayed on the way to puerto rico and delayed on the way back to new york this is disgraceful,American
11948,that s ok you may keep my and lose my bag with no info but you no longer have my trust bad way to handle this,American
11949,come on i just want to go home i can t miss another day of work stuckinmemphis texasisclosed,American
11950,here is the photo,American
11951,you guys are killing me,American
11952,aww cool it s nice to know they are still up above my head then one of my faves,American
11953,what s the status of flight out of sju,American
11954,would love to dm you but my twitter app says you re not following me and i can t,American
11955,its not that i wasn t offered perks by i asked and was told no thenewamerican,American
11956,good care of their customers if anything happen to then take you for getting me back to nyc screw you,American
11957,cost me over dollars because flight was cancelled flightled and couldn t even give me a food comp fly they take,American
11958,they will just say dumb things to beat around the bush if you re flight cancelled flightled be prepared for no compassion from them,American
11959,yes to the ios i m running ios,American
11960,worst company ever please do not fly with them i repeat please do not fly they will not credit you if you re delayed,American
11961,continues to win i ve never missed a flight before but a nice little quiet gate change made it possible sheesh,American
11962,keeping aa up in the air my crew chief cousin alex espinosa in dfw,American
11963,lost my cats missed their flights kept them crated hrs for a would be hr trip you ll never touch my pets again,American
11964,don t worry you won t steal my money again,American
11965,why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk,American
11966,pretty lame response to a two paged single spaced letter,American
11967,it s not what happens to us that matters it s our response that matters way to drop the ball aa,American
11968,i am looking for help on usairways award travel booked for wife and two boys no seats assigned,American
11969,we done it with truck no biggie,American
11970,and have put me in bad mood i haven t been this angry since spagnuolo coached the rams,American
11971,and they cancelled flighted my flight and left me with no help to find a hotel to stay in i slept in an airport for a night,American
11972,flight out of vegas to dfw cancelled flightled sunday and monday no whammie today,American
11973,airport snow removal method keep up the good work folks this is where cessna s become s,American
11974,these birds could fly to south america for example argentina,American
11975,my flight from jacksonville fl to dallas is showing cancelled flightled what is going on am i rebooked on another flight,American
11976,great thanks,American
11977,awesome thanks,American
11978,my flight to dallas from jacksonville fl has been cancelled flightled no one has notified me what s going on,American
11979,extremely upset that your baggage handlers decide to go in my luggage and take my belongings,American
11980,flight delayed over hours on had no gf meals despite my early request attendant seat fell on my leg badservice,American
11981,but what i can always rely on when i fly usair or american is that employees will be rude and unhappy,American
11982,robocalls me with another cancelled flightation and then when i don t accept the change it won t let me connect to an agent just wow,American
11983,said that aa does not provide in flight wifi on the routes to china based on some federal laws but united does why is that,American
11984,right but more than two hours late flight and it seems due to poor communication which sounded like it was annoying on plane staff,American
11985,i m not sure what happened to my usairways status when the merger took place,American
11986,can u help rebook passenger via twitter dm been on hold for hours thanks,American
11987,i d like to apologize to the gate agent for flight aa i was not aware that zone was after the nine other precious gems,American
11988,my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal,American
11989,origin destination dates are the same going from us airways connecting flight to aa direct flight award is saver level,American
11990,when will the old fly ord pvg get upgraded,American
11991,i know just a little cold weather humor,American
11992,none of the lax flights into dfw have been cancelled flightled those landing before and after ours are fine completely arbitrary,American
11993,that doesn t really answer my question maybe if i provide more details you can give me clarification,American
11994,this delayed bag was for my friend lisa pafe she got her bag after days in costa rica issue no updates on your system,American
11995,thanks,American
11996,aww thanks aa dfw was on gma up here this am so i understand btw a a is my airline when im able to trv love you guys,American
11997,these are some awesome photos thanks for sharing,American
11998,new plane gogo easy power for laptop iphone just missing a good boat style swivel cup holder for my dietcoke happyflier,American
11999,how about some rampers at gate b dfw waiting to be marshaled in,American
12000,you cancelled flight my flight and there s no way to rebook on the website or app i have to wait minutes on hold fail cc,American
12001,i thought all those planes were retired md,American
12002,just got off the phone customer service only minutes to get my issue resoled you guys are awesome,American
12003,thanks for the info is there a number i can call to speak to a person it s going to take an hour to type it out,American
12004,we are off to kax premium hoping this flight is better food tv now i know how to work it and service tnx,American
12005,sounds like a date,American
12006,i m frustrated by all of the attitude toward execplat members thenewamerican,American
12007,another day another grievance with this airline no customer service,American
12008,you ve misunderstood would not do a same day flight change for me the gate agent said no,American
12009,flight i m on my way,American
12010,car accident on my way to the airport missed flight from rno to dca trying to resched but your line has hr wait,American
12011,thanks so much,American
12012,we hope you enjoy the winterweather and brought your warm coat and gloves maria yup new beanie,American
12013,what weather sun is out,American
12014,so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good,American
12015,any idea on what the wait time is for refunds from i was told a few days over the phone but it s well past that,American
12016,i was happy to purchase the upgrade if only it was avail on my next flight,American
12017,it is now going to be reported to the police due to the sexual assult sad that you didn t care,American
12018,th flight rebooked to is not cancelled flighted woo hoo going to make it to,American
12019,my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted can you help me,American
12020,the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour,American
12021,i understand but why is this the only flight of the day not going out twice i m now out of extra meds and diapers for baby,American
12022,i sure do i m running version,American
12023,you could train your flight attendants to have some manners and decency,American
12024,you together are the best part of flying,American
12025,over the last year of my flights have been delayed or cancelled flightled i m done with you,American
12026,fyi call stilling getting dropped after an hour of continuous dialing attempted to cancelled flight online but not able to help,American
12027,how can i get you guys to respond to my tweets and dm really sad feeling to be ignored,American
12028,what is aa going to do to fix their utterly embarrassing customer service you won t even answer the dang phone,American
12029,number will not even let you wait for next customer rep very frustrating can t talk to humans,American
12030,i want to speak to a human being this is not an obscene request,American
12031,no response to dm or email yet customer service,American
12032,should reconsider usairways acquisition flight aa gold flyers insulted by attendant for hanging jacket,American
12033,thank you you do the same,American
12034,you need to work harder on the disconnect between your intention and the reality your passengers face,American
12035,how long does it take to get credit to my aa account traveled in jan only one leg reported asked for credit no response,American
12036,hopefully you ll see bad ones as opportunity to get better and not dwell in it and the good ones as encouragement words,American
12037,okay i think has waited long enough for a gate at dfw,American
12038,now at minutes waiting on silver elite line for someone to pick up help,Delta
12039,what i have to say is more than characters plus you don t follow me,Delta
12040,why would i even consider continuing your point program when i received no perks or continued bad customer service senseless,American
12041,we ve already made other arrangements ourselves,American
12042,thanks for getting back to me but i will find other airlines in the future,American
12043,why would i pay to reactivate my points that are only useful for certain flights that aren t even worth,American
12044,stranded for hours in mia patrick casimir has been the only aa staff to apologize for the great inconvenience unreal,American
12045,no thanks as i said being denied miles that expired one week ago was the last drop for me plan to avoid aa as possible,American
12046,sorry so late flight responded to your dm,American
12047,believe me i understand flight was originally booked for sunday flight was cancelled flighted and rescheduled for today,American
12048,aa employees were rude and unwilling to help miles is a rotten cherry on top of a dog shit sunday nocareforcustomers,American
12049,mold on my flight us filthyplane hopeidonotgetsick,American
12050,seconds from touchdown at madrid airport in april avgeek,American
12051,i slept in the miami airport due to mechanical issues and was given bonus miles to try and make it right slapintheface,American
12052,is the new time confirmed or it may get cancelled flightled traveling with kids need to be certain thx,American
12053,hr min cost of flight change was hrs ago b f drop call cancelled flighted flight asked refund,American
12054,it s not just frustrating it was paid for how do we get a refund,American
12055,dm the locator code thanks,American
12056,thank you,American
12057,i sure hope you all can fix good luck their service sucks nexttimeiwillflysouthwest,American
12058,thanks for no fresh food on my cross country flight and for making my connection so close no time to eat tpa dfw lax,American
12059,my flight got cancelled flightled from grk to dfw then to lex for tomorrow and i need it rebooked,American
12060,do you have any sort of live chat feature we re in the uk right now and that call would cost us alot,American
12061,your planes made me miss connections in days thanks for nothing,American
12062,i purchased main cabin xt for f aus flight was cancelled flightled and i was rescheduled on with regular seats credit,American
12063,just disappointed with the flight booking problems process and add l fees to sit together on a more crowded flight not impressed so far,American
12064,thanks,American
12065,thx for responding i cant watch mins of this film w out it cutting in and out prolonged prds of time beyond frustrating,American
12066,i did,American
12067,can you connect me to a person without having to wait hours on hold i still haven t been able to resolve the problem,American
12068,r u serious min delay with americanairlines aa ohio dallas missed my connecting flight,American
12069,you are jumping the gun and cancelled flighting flights that could ve made it before the snow now more cancelled flightlations it s ridiculous,American
12070,i might look into that my wife travels much more than i do could we both use the membership,American
12071,thank you you too,American
12072,what happens when you combine top chef the beauty of san miguel de allende my late flightst food blog,American
12073,great thanks followed,American
12074,this is exactly why ill be flying aa from airport to dallas only airline i trust,American
12075,this doesn t address my issue i am on hold for min to speak with an agent,American
12076,got another flight thanks you,American
12077,u r horrible went online to cancelled flight flight no button that called cs wait time mins put in my called it hungupnohelp,American
12078,submitted a case to aa customer relations two weeks ago no word ever since whats the point of even having cr,American
12079,if by near the gate you mean sitting on the plane for almost hours then yeah,American
12080,i don t think you should help him at all based on his behavior the voucher and cot seem like enough lol,American
12081,still waiting for a flight i should get my money back,American
12082,i cancelled flighted my flight i really don t need this much trouble,American
12083,wasila we re sorry you were uncomfortable andrew what can we do for you sma,American
12084,hi can you please ticket my award ticket the status is on request now thanks,American
12085,got back eventually was a rollercoaster once i got to the airport got to speak to someone things got fixed very quick,American
12086,that s extra hours of travel time missed vacation time and now you guys are messing with my professional life,American
12087,checked in on app since yesterday confirmed upgrade carry on got to counter manager upgraded somebody else on my seat,American
12088,trying desperately to get my boyfriend booked on the same us airways flight as myself for the same price can you help,American
12089,yes yes yes so glad to be headed home,American
12090,don t worry i ll be sending a letter with what i expect from you for compensation i fly twice a week w you guys for now,American
12091,thanks,American
12092,thanks keep me updated just hope i make either of my connections to killeen tx,American
12093,i have been on hold w customer service line for minutes this after i was on phone with an agent for min b f call droped,American
12094,i tried to book a rwrd and was told i couldnt bought tix on usair now aa no choice didn t bother to aadv with this svc,American
12095,did you know that suicide is the second leading cause of death among teens,American
12096,narrowly made standby lots of snags this trip,American
12097,iphone gb not plus,American
12098,i ordered it as i always do but on a hour flight delayed for hours it was worse than ever before when you forgot my meal,American
12099,thanks so much,American
12100,aa doesnt charge any fees to change award tickets as long as the origin destination award type remains the same,American
12101,i need a flight out tonight isn t there anything else,American
12102,thank you for the confirmation,American
12103,spent for the choppiest feed of whiplash ever americanairlinesfail iwantmymoneyback,American
12104,ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement,American
12105,please find my bag in singapore for three days already without my bag last known destination lax tag please help,American
12106,inconvenient is such a convenient word,American
12107,your response could have made all the difference it could have made the situation better no trust get lost like my bag,American
12108,delayed on the way to puerto rico and delayed on the way back to new york this is disgraceful,American
12109,that s ok you may keep my and lose my bag with no info but you no longer have my trust bad way to handle this,American
12110,come on i just want to go home i can t miss another day of work stuckinmemphis texasisclosed,American
12111,here is the photo,American
12112,you guys are killing me,American
12113,aww cool it s nice to know they are still up above my head then one of my faves,American
12114,what s the status of flight out of sju,American
12115,would love to dm you but my twitter app says you re not following me and i can t,American
12116,its not that i wasn t offered perks by i asked and was told no thenewamerican,American
12117,good care of their customers if anything happen to then take you for getting me back to nyc screw you,American
12118,cost me over dollars because flight was cancelled flightled and couldn t even give me a food comp fly they take,American
12119,they will just say dumb things to beat around the bush if you re flight cancelled flightled be prepared for no compassion from them,American
12120,yes to the ios i m running ios,American
12121,worst company ever please do not fly with them i repeat please do not fly they will not credit you if you re delayed,American
12122,continues to win i ve never missed a flight before but a nice little quiet gate change made it possible sheesh,American
12123,keeping aa up in the air my crew chief cousin alex espinosa in dfw,American
12124,lost my cats missed their flights kept them crated hrs for a would be hr trip you ll never touch my pets again,American
12125,don t worry you won t steal my money again,American
12126,why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk,American
12127,pretty lame response to a two paged single spaced letter,American
12128,it s not what happens to us that matters it s our response that matters way to drop the ball aa,American
12129,i am looking for help on usairways award travel booked for wife and two boys no seats assigned,American
12130,we done it with truck no biggie,American
12131,and have put me in bad mood i haven t been this angry since spagnuolo coached the rams,American
12132,and they cancelled flighted my flight and left me with no help to find a hotel to stay in i slept in an airport for a night,American
12133,flight out of vegas to dfw cancelled flightled sunday and monday no whammie today,American
12134,airport snow removal method keep up the good work folks this is where cessna s become s,American
12135,these birds could fly to south america for example argentina,American
12136,my flight from jacksonville fl to dallas is showing cancelled flightled what is going on am i rebooked on another flight,American
12137,great thanks,American
12138,awesome thanks,American
12139,my flight to dallas from jacksonville fl has been cancelled flightled no one has notified me what s going on,American
12140,extremely upset that your baggage handlers decide to go in my luggage and take my belongings,American
12141,flight delayed over hours on had no gf meals despite my early request attendant seat fell on my leg badservice,American
12142,but what i can always rely on when i fly usair or american is that employees will be rude and unhappy,American
12143,robocalls me with another cancelled flightation and then when i don t accept the change it won t let me connect to an agent just wow,American
12144,said that aa does not provide in flight wifi on the routes to china based on some federal laws but united does why is that,American
12145,right but more than two hours late flight and it seems due to poor communication which sounded like it was annoying on plane staff,American
12146,i m not sure what happened to my usairways status when the merger took place,American
12147,can u help rebook passenger via twitter dm been on hold for hours thanks,American
12148,i d like to apologize to the gate agent for flight aa i was not aware that zone was after the nine other precious gems,American
12149,my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal,American
12150,origin destination dates are the same going from us airways connecting flight to aa direct flight award is saver level,American
12151,when will the old fly ord pvg get upgraded,American
12152,i know just a little cold weather humor,American
12153,none of the lax flights into dfw have been cancelled flightled those landing before and after ours are fine completely arbitrary,American
12154,that doesn t really answer my question maybe if i provide more details you can give me clarification,American
12155,this delayed bag was for my friend lisa pafe she got her bag after days in costa rica issue no updates on your system,American
12156,thanks,American
12157,aww thanks aa dfw was on gma up here this am so i understand btw a a is my airline when im able to trv love you guys,American
12158,these are some awesome photos thanks for sharing,American
12159,new plane gogo easy power for laptop iphone just missing a good boat style swivel cup holder for my dietcoke happyflier,American
12160,how about some rampers at gate b dfw waiting to be marshaled in,American
12161,you cancelled flight my flight and there s no way to rebook on the website or app i have to wait minutes on hold fail cc,American
12162,i thought all those planes were retired md,American
12163,just got off the phone customer service only minutes to get my issue resoled you guys are awesome,American
12164,thanks for the info is there a number i can call to speak to a person it s going to take an hour to type it out,American
12165,we are off to kax premium hoping this flight is better food tv now i know how to work it and service tnx,American
12166,sounds like a date,American
12167,i m frustrated by all of the attitude toward execplat members thenewamerican,American
12168,another day another grievance with this airline no customer service,American
12169,you ve misunderstood would not do a same day flight change for me the gate agent said no,American
12170,flight i m on my way,American
12171,car accident on my way to the airport missed flight from rno to dca trying to resched but your line has hr wait,American
12172,thanks so much,American
12173,we hope you enjoy the winterweather and brought your warm coat and gloves maria yup new beanie,American
12174,what weather sun is out,American
12175,so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good,American
12176,any idea on what the wait time is for refunds from i was told a few days over the phone but it s well past that,American
12177,i was happy to purchase the upgrade if only it was avail on my next flight,American
12178,it is now going to be reported to the police due to the sexual assult sad that you didn t care,American
12179,th flight rebooked to is not cancelled flighted woo hoo going to make it to,American
12180,my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted can you help me,American
12181,the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour,American
12182,i understand but why is this the only flight of the day not going out twice i m now out of extra meds and diapers for baby,American
12183,i sure do i m running version,American
12184,you could train your flight attendants to have some manners and decency,American
12185,change fee same price of new ticket not logical,American
12186,nice to read it thank you very much,American
12187,we have been advised to turn this issue over to the police due to the sexual assult thank you for allowing that on your plane,American
12188,fuck you,American
12189,not giving you a hard time just looking for basic customer service after aa lost my bag eta on it s return please,American
12190,i bet they do i m sure they have some form of wear and tear on their skin i hope they will survive the rest of the winter xxx,American
12191,me too love living so close so i always have great views,American
12192,thanks,American
12193,can someone contact me about my awful experience with american airlines this weekend,American
12194,actually online indicates the only seating available is at a premium cost why not allow seat selection at time of purchase,American
12195,your definition and mine of min is vastly different i understand the need to get off the plane for maint but be honest,American
12196,you together are the best part of flying,American
12197,guys let it go,American
12198,is there a way to add my aa number to an itinerary that doesn t involve sitting on hold for hours,American
12199,i can hardly believe it bundle up and stay warm,American
12200,you re right someone is up to something,American
12201,the flight is not going to make the connection to mex aa,American
12202,thanks for sharing these photos round of applause for your crews we appreciate all their hard work,American
12203,can i get a free ticket to hawaii for being fabulous,American
12204,the lavatory freezes problem with a nitrogen line a low tire with the inflating equipment malfunctioning aa and,American
12205,i want to change my flight for next week they will still charge me waiting for fligt status,American
12206,that s dfw omg yeah cold everywhere,American
12207,great customer service thanks,American
12208,when flight booking problems an int l flight online do i have to provide a passport number when flight booking problems or just when i arrive at airport,American
12209,yes they do,American
12210,hook me up with a free trip to barbados and i will tell you the secret beaches to see,American
12211,why did flight get cancelled flightled waiting for a rep to rebook but wondering if there will be other issues getting out,American
12212,we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,American
12213,thank you for responding so quickly to my tweets i do appreciate that,American
12214,i am trying to change the time of a flight i already purchased and was told i have to pay a change fee ridiculous,American
12215,please email me at temorris com willing to discuss my experience give another try would like to speak directly,American
12216,if my flight gets cancelled flightled i should be able to reschedule to any date i want not the next day or days after,American
12217,since you don t care about what happens to your passengers on your planes we will now be contacting the police dept,American
12218,why are gold forced to pay for an upgrade open seats in st and not offered to gold sapphire,American
12219,bet these birds wish they d flown south for the winter lol,American
12220,i still think american airlines is great i would just like to be treated better loyal customers first right,American
12221,if i could fly an md dc i would be so happy i live that plane so much md is love md is life,American
12222,aren t you glad this isn t you rt bet these birds wish they d flown south for the winter,American
12223,second pic from cdg,American
12224,i m sure all these birds will be in warmer weather soon,American
12225,it s been weeks and no reply from customer relations yet running out of time please help request thanks,American
12226,this is very true another reason why we stay south in the winter months of travel,American
12227,would have had to fly real far south huh winterweather brrr,American
12228,um down south has snow too atl,American
12229,i m sure they did it s certainly chilly back east today,American
12230,any reason why my flight to chicago is boarding and i still don t have a seat assignment seriously,American
12231,if this is how your merger is going to go you fail huge probls w comm on dfw storm cxld rtrn flts not cool,American
12232,why does it feel like i m being nickeled and dime to enjoy a flight with aa i purchased a tkt but have to pay extra for a seat,American
12233,flight it s been delayed every hour since am,American
12234,do you still use dc s,American
12235,happy tt to my friends hope the weather isn t causing you too many headaches,American
12236,if i ve booked an aa award on usair metal and space opens up on aa metal can i change to the aa flight without fees,American
12237,well have all day and all the time in the world,American
12238,can t unload flight because jetway is broken steps planb waiting nearly an hour,American
12239,i d love to take my seat but it appears as though someone already has disappointed upgrademe wtf,American
12240,if i want to change my flight due to weather conditions in dallas this weekend i should be able to cover change fee with miles,American
12241,are you expecting delays cancelled flightlations at dallas on th due to the snow nothing like monday i hope,American
12242,just look at rdu airport please think about the safety of your passengers we cant get to rdu safely,American
12243,please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight,American
12244,the flight was delayed times spent almost min on the tarmac i ll reconsider my future flight options,American
12245,oh it s nothing my issue was already resolved and i am in the air,American
12246,filled out a baggage claim over the phone last night check the status to discover the rep confused arkansas for alaska,American
12247,i need an answer why we can t get into wichita falls,American
12248,americanairlines says most bags left in miami have been returned following mechanical glitch,American
12249,i need refund,American
12250,really needs to get a a clue and start treating people like humans not animals americandairlinessucks,American
12251,why is raleigh not on the updated southern states advisory,American
12252,hi we have lost and found solution we want to offer for free to assist with contacting people when items are found,American
12253,and it s not a inconvenience it is a disaster it s a phone bill from you that you refuse to pay,American
12254,have your experts seen this this is right at rdu airport,American
12255,stop sending me back to customer relations i have hand written a letter to them send in a letter called them no help,American
12256,is large wichita falls airport not receiving any arrivals i have called and no one answers i been waiting for day,American
12257,can you tell me what that means i work and just need an estimated time of arrival please i need my laptop for work thanks,American
12258,waiting an hour now for a pilot aa is there a pilot in the house at dfw,American
12259,kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint,American
12260,do you offer group pricing discounts by any chance,American
12261,now i understand,American
12262,airline trouble this winter not getting good customer service contact we negotiate w companies foru,American
12263,i guess that is your way of saying thanks for sharing but i can t help you good luck happy birthday to me ugh,American
12264,lots of upset people freezing terminal and no gate agent kept us waiting on plane beyond allowable time length,American
12265,the pilot admitted to us that this delay is entirely because of aa incompetence and poor equip checks,American
12266,fly my child,American
12267,yes i am rno departure at on w connection at dfw to lga i can do the am to lax and then to jfk,American
12268,how are you going to compensate all of whose days plans have been ruined because of the aa delay pending cancelled flightlation,American
12269,lost and found is like talking to a hormonal teenager who refuses to talk to you useless wastedeffort fail,American
12270,oh they seem to have reappeared now lol,American
12271,and then wanted to change it to ba for avios,American
12272,oh that seems to have undone the seat selections in mce we only wanted the cx card on there to select the free seats,American
12273,to announce during boarding that you chose to limit catering to the point that you will run out shows a lack of planning imo,American
12274,thanks for the quick response it s appreciated,American
12275,thank you for responding my laptop is in my bag and i need it for work i am worried the file code is utevgw,American
12276,guess that s what i get for bragging on you i fly you by choice unlike others who fly because they don t have other options js,American
12277,thanks for the update,American
12278,thanks for finally letting me get through to book my flight frustration set in donedeal talktoahuman,American
12279,i guess i was one of the select few that hadn t had many problems before this and all the sudden my whole trip got jacked,American
12280,yes and it gets disconnected due to the lack of wifi strength have you reached out to for help david,American
12281,the communications seems to be an issue too no,American
12282,hi guys i have rno dfw tomorrow plane coming from dfw with bad weather in am should i consider f route as i have connect,American
12283,traveling with my infant do you check the carseat for free if so do you provide a bag someone told me but wanted to confirm,American
12284,now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another,American
12285,dm me and i can explain the whole story i should have been on an earlier flight not us,American
12286,lets hope it stays that way big thanks to your ground outside crews all across the us the last month great fb post yesterday,American
12287,hello my baggage has been lost in another city can anyone help me with this,American
12288,my boss is,American
12289,sitting on plane in columbus supposed to leave an hour ago now the mechanic can t find a tool to service the shock absorber,American
12290,not here yet but i plan on it if you could have them fly low and slow right in front of me that would be great,American
12291,forgot to select my ksml on my flight to la and it s a few minutes under the hour mark is there any way to change it,American
12292,i picked the nonstop flight bc i had things to get to should ve taken diff route or airline i suppose,American
12293,your response has been incredible truly amazed at the steps you have taken to enhance your customer relations big thank you,American
12294,i ll dm you,American
12295,yes talked to them fll says is at central central says is at fll and here we go again i m betting this will go mths,American
12296,but the issue is were waiting on rampers to close the door only to waste more fuel likely to be told we need more fuel cycle,American
12297,is there lack of communication competition between the american and the air by any chance,American
12298,i can dm it to you if you follow me,American
12299,no had already waited an hour for it and wanted to get home,American
12300,apparently we re told staff on the ground keep promising to come and they don t,American
12301,over days no contact from a human or apology letter is yucki read all about it soon,American
12302,well i m showing i am still sitting at the gate on the plane that has not departed,American
12303,thanks guys got some sleep hang in there dfw with bad weather,American
12304,my ticket was booked with aa with miles sorry we sold you a ticket with a company we merged with but we can t fix it,American
12305,is it possible to change the ff number on a passenger on a flight booking problems it won t let me change it,American
12306,great thank you,American
12307,still here feet are freezing b c doors have been open flt time was we have fuel but now waiting for rampers aa,American
12308,just got a call from baggage dept still looking for your property it s went missing prerecorded no human service,American
12309,help,American
12310,there is a fat man stuck in your airplanes bathroom,American
12311,connection is us,American
12312,i am dealing with the reflight booking problems agent in the miami airport now,American
12313,simply amazing smiles for miles thank u for my upgrade tomorrow for ord we are spending a lot of time together next few weeks,American
12314,what s the status of flight xna to dfw i m getting different reports,American
12315,thank you for the quick customer service today refundprocedurenottoopainful i know that winter weather is not your fault,American
12316,i need to go to yyz tmr morning am i switched to united already but my bag is still off in aa la la land,American
12317,drop me a follow i need help,American
12318,the whole plane is the same how old is this plane the seats leather is coming apart ay the seams,American
12319,yes i do i am traveling to marsh harbor,American
12320,we re trying to coordinate an airport hand off of nutella veryimportantproject,American
12321,if the flight i selected online was what was ticketed i would not be missing my connection i need help getting to dfw or iah,American
12322,my seat is disgusting old and dirty when are you going to refurbish this plane us air jfk to phx,American
12323,is there any way to manually add gift cards to an ex eu ticket aa metal on long haul ba for intra eu,American
12324,i understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding smh come on,American
12325,once again flying aa once again min delay because of mechanical issues perhaps you should consider maintenance,American
12326,no repair made to the water line no potable water on board this flight we will take off soon time for new planes mci dfw,American
12327,thanks for the recommendation we ve been sitting here for minutes last update was min ago,American
12328,i ll be sticking with in the future no change fees first bag free and stellar customer service,American
12329,does it show that we are on the same plane,American
12330,although you have no control of the weather you came through with a great customer service,American
12331,there is no local agent there is no person to answer our questions and their phone service is terrible,American
12332,doesn t help me,American
12333,as i already have a booked flight that i can t use can t change w o a fee flight booking problems a different type of ticket,American
12334,depends on the terminal what the best option arrive c depart a breakfast burrito is what i m craving any update on,American
12335,an overzealous stewardess prevented us from bringing in a car seat worstflight,American
12336,watch out if you are a parent they break stroller tell you look at the fine print,American
12337,i wish i could remember all of their names,American
12338,and is there a delay on our connection to pns,American
12339,thanks for getting back to me how frequently are these weather advisories updated throughout the day,American
12340,living in dfw your hub hate having to fly to jfk to get to ireland,American
12341,ok there is no one at the airport that is helping us another customer got told the flight isn t leaving till,American
12342,thank you aa this is how i always start my vacations,American
12343,how do i talk to an actual person that will help me and do what you guys should do,American
12344,customer service provides no wiggle room to change flight without a change fee has always been accommodating,American
12345,flight aa cx to aa killing my layover still wanting breakfast i m hungry get me to dfw,American
12346,yes thank you just not how i wanted to start my vacation,American
12347,my flight number is m,American
12348,your staff at rsw working the sliver airlines desk is not helpful we can not get any information about our flight,American
12349,when the pilot announces that the plane has been unused for days and maintenance is dealing with another aircraft,American
12350,i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours,American
12351,thank you for replying trying to figure out how to get from there from dfw,American
12352,don t merge with an airline that ain t ready for prime time and book your elite flyers on it nothappy needcoffee,American
12353,yes obviously it just stinks that pm is the one option when she was supposed to fly at am yesterday,American
12354,good morning tamara we ll try to get you comfortably on a flight as soon as we can noxtralegroom nocoatcloset,American
12355,made it thanks aa,American
12356,how do you not do maintenance on md while it sits for two days frozen lines found after its boarded come on faail mci,American
12357,why thank you yayayay,American
12358,that what i hoped contacted them wks ago about this but they have not responded and still issued in us funds frustrated,American
12359,we re all being told by emergency services to stay home for the next hours,American
12360,thank you for being so responsive on twitter truly impressive,American
12361,flight ba departing tomorrow wednesday not cancelled flightled but how can anyone make it to the airport in this weather,American
12362,she s on manch to charlotte fl told her she could get on a pm flight to west palm beach nothing earlier,American
12363,boo wack ass terminal no food no lounge no bueno never again,American
12364,it s flight,American
12365,you sent me a cheque today which can t be paid into a uk bank account very annoying,American
12366,the wichita falls airport is the worst will never fly in or out again unknowledgeable staff,American
12367,please can you tell me why dfw has a weather advisory and rdu does not the entire state of nc has shut down from ice snow,American
12368,thank you much appreciated,American
12369,i d like the c i originally tried for again happy to pay the difference,American
